ffo_bat_usage_niveau_1_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel individuel;71;P4;18927;20591;591;3489;1886;1585;16327;2281221;3833824
Résidentiel individuel;71;P5;10737;12012;427;2349;1189;950;9081;1344216;2085712
Résidentiel individuel;71;P6;7787;8538;285;1198;550;389;6203;953612;1431181
Résidentiel individuel;71;;5128;5584;287;802;273;227;4420;588064;1050425
Résidentiel individuel;72;P0;82435;86871;10177;14257;110;110;60791;8686550;16481841
Résidentiel individuel;72;P1;9989;10370;851;1834;156;156;7576;930645;1647308
Résidentiel individuel;72;P2;22568;23636;1709;4063;822;822;17663;2027589;3766177
Résidentiel individuel;72;P3;44986;49520;1886;7533;3628;3629;39933;4840855;8529988
Résidentiel individuel;72;P4;22842;24978;635;5178;1922;1922;19036;2756830;4233990
Résidentiel individuel;72;P5;11903;13164;345;3010;996;996;9727;1469675;2118662
Résidentiel individuel;72;P6;8379;9806;292;2267;1282;1282;6110;1041214;1456059
Résidentiel individuel;72;;6167;6730;333;1356;415;415;5002;687466;1140427
Résidentiel individuel;73;P0;32760;34900;4609;2796;27;26;26460;3008764;5164538
Résidentiel individuel;73;P1;5412;5783;546;562;63;63;4525;559631;1013258
Résidentiel individuel;73;P2;14420;14994;1113;1218;24;23;12311;1419071;2671919
Résidentiel individuel;73;P3;25482;26969;903;1623;384;384;23988;2847689;4980888
Résidentiel individuel;73;P4;16749;18062;435;1434;589;589;15675;2095053;3313048
Résidentiel individuel;73;P5;8540;9262;269;955;163;153;7867;1091791;1656903
Résidentiel individuel;73;P6;8235;8743;264;697;124;108;6874;1036447;1526104
Résidentiel individuel;73;;3988;4250;195;350;72;72;3620;477328;790042
Résidentiel individuel;74;P0;33502;35587;4094;3204;11;10;26823;3526328;5861205
Résidentiel individuel;74;P1;6723;7113;589;707;3;3;5606;760498;1317293
Résidentiel individuel;74;P2;21303;22621;1399;1850;9;9;18834;2237872;4053222
Résidentiel individuel;74;P3;46823;50838;1604;2902;226;224;45583;5599267;9506658
Résidentiel individuel;74;P4;32130;34428;810;2143;253;115;31018;4262351;6766249
Résidentiel individuel;74;P5;13763;14743;427;1322;96;71;12801;1880513;2872733
Résidentiel individuel;74;P6;16188;17420;520;1269;111;87;13515;2176977;3175759
Résidentiel individuel;74;;6876;7441;286;610;50;50;6409;873446;1445817
Résidentiel individuel;75;P0;2757;3080;218;557;45;46;2154;465489;639949
Résidentiel individuel;75;P1;1275;1411;78;205;7;6;1087;193465;269683
Résidentiel individuel;75;P2;193;220;18;37;1;0;150;27298;62365
Résidentiel individuel;75;P3;124;141;6;33;10;10;95;23348;69597
Résidentiel individuel;75;P4;178;242;19;63;10;3;143;37766;66890
Résidentiel individuel;75;P5;53;82;4;22;8;4;51;12428;17126
Résidentiel individuel;75;P6;69;102;17;16;1;0;46;21795;31139
Résidentiel individuel;75;;170;199;27;48;7;5;94;17713;34362
Résidentiel individuel;76;P0;109071;116017;10382;19634;634;615;83862;11196561;18706833
Résidentiel individuel;76;P1;25837;26841;1697;3646;462;456;21267;2328827;3703528
Résidentiel individuel;76;P2;47264;49753;2928;7657;2522;2512;38674;4349349;7515397
Résidentiel individuel;76;P3;78329;84132;2581;10609;5956;5511;70579;8571960;14026634
Résidentiel individuel;76;P4;32201;36467;952;8210;5203;4887;27091;4037634;5931468
Résidentiel individuel;76;P5;18376;21212;705;5000;1839;1639;15366;2391966;3243919
Résidentiel individuel;76;P6;17763;21213;950;4692;2532;1967;13079;2305366;2992839
Résidentiel individuel;76;;9007;10336;593;2222;1083;1024;7405;1048858;1610439
Résidentiel individuel;77;2021;1;1;0;0;0;0;0;130;175
Résidentiel individuel;77;P0;74018;79827;7729;10218;151;143;60338;8617077;15054103
Résidentiel individuel;77;P1;21478;22567;1512;2448;294;292;18289;2053725;3542083
Résidentiel individuel;77;P2;42294;47495;2940;4476;619;616;39531;4303655;7564264
Résidentiel individuel;77;P3;100644;112208;3059;7608;2804;2764;100889;11624268;17745854
Résidentiel individuel;77;P4;40679;44929;1121;4853;2159;2076;38638;5022024;6900441
Résidentiel individuel;77;P5;15330;17543;632;2970;1000;1000;13788;1964461;2573994
Résidentiel individuel;77;P6;17135;19218;738;2057;675;675;13869;1995922;2505829
Résidentiel individuel;77;;11344;12873;490;1264;284;284;11004;1386576;2076354
Résidentiel individuel;78;P0;38678;42537;3516;5149;48;45;32970;5108614;8267515
Résidentiel individuel;78;P1;28170;29599;1630;2719;488;487;24826;2879898;4711358
Résidentiel individuel;78;P2;42856;47009;2418;3584;247;233;40448;4736889;7977193
Résidentiel individuel;78;P3;77992;88220;2294;6031;2116;1810;79363;10294203;15415020
Résidentiel individuel;78;P4;24732;28443;861;3199;1410;1076;24147;3583302;5190484
Résidentiel individuel;78;P5;8439;10035;402;1750;563;489;7789;1241387;1752440
Résidentiel individuel;78;P6;10659;11943;509;1281;433;369;8403;1403542;1872531
Résidentiel individuel;78;;8928;10369;425;1368;450;432;8450;1228979;1846845
Résidentiel individuel;79;P0;60247;65100;8463;10152;87;85;45192;7260375;13240150
Résidentiel individuel;79;P1;6589;6952;735;1150;24;24;4972;709703;1247319
Résidentiel individuel;79;P2;16074;17280;1342;3372;903;903;12382;1603135;2826883
Résidentiel individuel;79;P3;35619;38391;1469;6098;2834;2834;30539;3888737;6929976
Résidentiel individuel;79;P4;18681;20776;657;6050;1730;1730;13948;2194947;3391558
Résidentiel individuel;79;P5;10750;12067;337;3507;1055;1042;8099;1297066;1868644
Résidentiel individuel;79;P6;6948;7850;292;1849;627;627;4841;819511;1153092
Résidentiel individuel;79;;5232;5724;286;1317;263;263;4057;592152;972026
Résidentiel individuel;80;P0;64631;67936;7414;12442;289;289;46613;6157140;11138420
Résidentiel individuel;80;P1;34708;36442;3572;6941;299;291;25311;3485115;6486521
Résidentiel individuel;80;P2;28833;31673;2628;6685;1845;1828;21895;2756394;4977675
Résidentiel individuel;80;P3;37716;42690;1864;5986;2912;2896;34399;4180410;7436282
Résidentiel individuel;80;P4;14481;17317;766;3750;1408;1398;12396;1774915;2853455
Résidentiel individuel;80;P5;10153;12546;527;3523;1102;1102;8175;1306324;1889259
Résidentiel individuel;80;P6;7511;9149;423;2064;770;770;5710;936513;1271109
Résidentiel individuel;80;;5451;6625;446;1647;390;383;4448;635147;1088240
Résidentiel individuel;81;P0;48944;52224;7233;8010;114;114;35515;6017937;9907026
Résidentiel individuel;81;P1;8398;8891;975;1530;370;370;6190;964042;1676390
Résidentiel individuel;81;P2;22296;23274;2077;4128;479;468;16652;2326603;4002446
Résidentiel individuel;81;P3;36956;38116;1674;3984;402;386;31974;4064882;7218076
Résidentiel individuel;81;P4;19368;20745;702;3281;311;297;16413;2312657;4031251
Résidentiel individuel;81;P5;11439;12393;439;2424;469;469;9377;1373987;2204295
Résidentiel individuel;81;P6;9398;10241;403;1621;392;392;6913;1096179;1657134
Résidentiel individuel;81;;5376;5820;359;992;130;130;4366;625582;1088836
Résidentiel individuel;82;P0;31936;34029;4647;4621;20;20;23696;3854509;6412309
Résidentiel individuel;82;P1;5039;5317;566;852;53;53;3761;572605;956174
Résidentiel individuel;82;P2;9414;9804;795;1557;37;37;7239;964022;1643304
Résidentiel individuel;82;P3;20466;21475;1117;2596;453;453;17446;2244022;3818754
Résidentiel individuel;82;P4;13028;14790;575;3101;615;591;10889;1592517;2598183
Résidentiel individuel;82;P5;8789;10216;394;2397;765;765;7228;1106445;1679002
Résidentiel individuel;82;P6;6678;7953;344;1681;330;216;4935;857967;1246885
Résidentiel individuel;82;;3224;4017;215;1034;265;265;2679;415315;677515
Résidentiel individuel;83;P0;38410;42173;4994;7139;13;12;27820;3775618;5894812
Résidentiel individuel;83;P1;11505;12449;891;1591;17;9;9445;1159746;1771872
Résidentiel individuel;83;P2;40508;46050;2853;4642;7;3;37032;4629158;7440970
Résidentiel individuel;83;P3;91995;105354;4954;8848;729;689;88766;10871930;17524424
Résidentiel individuel;83;P4;53834;63304;2741;6228;851;737;51820;6952307;11415825
Résidentiel individuel;83;P5;17917;20603;1156;3208;215;214;15553;2372407;3760831
Résidentiel individuel;83;P6;19018;23012;1072;2377;193;168;16223;2490174;3653432
Résidentiel individuel;83;;11186;13431;711;1618;262;262;10744;1464811;2406121
Résidentiel individuel;84;P0;40480;45805;6721;9048;39;32;28129;4697570;7471159
Résidentiel individuel;84;P1;6847;7576;866;1678;110;110;4776;699028;1096880
Résidentiel individuel;84;P2;20623;22775;2172;4486;208;29;15462;2095873;3416443
Résidentiel individuel;84;P3;51053;57923;3214;8071;1582;1521;45385;6052870;9573001
Résidentiel individuel;84;P4;25836;29606;1547;5554;1281;1256;21721;3201661;5116062
Résidentiel individuel;84;P5;10579;12907;737;3164;524;483;8414;1345653;2065345
Résidentiel individuel;84;P6;12106;14637;971;3000;1072;1026;8517;1495557;2168642
Résidentiel individuel;84;;6346;7575;595;1304;117;114;5433;768134;1230377
Résidentiel individuel;85;P0;70066;76373;6846;12100;216;217;55724;7706601;13148189
Résidentiel individuel;85;P1;13604;14598;1000;1843;67;64;11472;1291926;2046454
Résidentiel individuel;85;P2;39393;41960;2297;4150;206;188;34674;3690697;6011938
Résidentiel individuel;85;P3;83703;91455;2556;9374;3190;3138;78329;8552033;14307683
Résidentiel individuel;85;P4;57496;64083;1175;12616;3924;3857;49547;6298119;9726250
Résidentiel individuel;85;P5;30938;33744;678;6973;1745;1668;25903;3483042;5118973
Résidentiel individuel;85;P6;27537;30251;664;5338;1584;1564;20047;2986952;4237712
Résidentiel individuel;85;;13157;14824;419;2680;443;443;11531;1412061;2205376
Résidentiel individuel;86;P0;60295;65409;9622;8615;109;105;45606;6850291;12390366
Résidentiel individuel;86;P1;7532;7992;931;1214;44;44;5725;782746;1420018
Résidentiel individuel;86;P2;18992;20241;1789;2878;129;128;15295;1812785;3379275
Résidentiel individuel;86;P3;39585;41792;1886;5371;2083;2048;34165;4195489;7557888
Résidentiel individuel;86;P4;18971;22082;950;6574;2827;2622;14362;2324608;3533745
Résidentiel individuel;86;P5;10425;11767;403;3171;1040;1040;8103;1263951;1776699
Résidentiel individuel;86;P6;8287;9353;443;2312;943;675;5381;965526;1304121
Résidentiel individuel;86;;5578;6145;338;1521;357;357;4209;618656;1000328
Résidentiel individuel;87;P0;45443;49039;8402;5130;10;9;34142;4890756;8836618
Résidentiel individuel;87;P1;11416;11956;1331;1254;6;6;9139;1130378;2142124
Résidentiel individuel;87;P2;16618;17548;1629;2031;143;143;13569;1557361;3028508
Résidentiel individuel;87;P3;33783;35773;1666;2545;588;588;31177;3524167;6469593
Résidentiel individuel;87;P4;13084;14264;425;1982;970;898;11699;1551047;2708480
Résidentiel individuel;87;P5;7977;8707;258;1312;515;515;7032;966978;1562122
Résidentiel individuel;87;P6;6159;6971;237;1095;675;675;4739;745658;1128092
Résidentiel individuel;87;;3769;4066;249;493;60;58;3266;420402;741081
Résidentiel individuel;88;P0;41519;43415;6150;4187;7;7;32150;4811334;9105003
Résidentiel individuel;88;P1;7985;8236;821;982;124;124;6303;832449;1570340
Résidentiel individuel;88;P2;18769;19442;1528;2214;543;543;15373;1908616;3795934
Résidentiel individuel;88;P3;31793;33122;1204;2558;982;982;28939;3356952;6490244
Résidentiel individuel;88;P4;13863;14917;432;2094;788;768;12060;1729107;2884023
Résidentiel individuel;88;P5;7211;7804;218;1216;303;276;6175;957921;1467927
Résidentiel individuel;88;P6;5461;5946;294;757;169;169;4093;703488;1051979
Résidentiel individuel;88;;3811;4121;225;533;170;170;3283;443530;794206
Résidentiel individuel;89;P0;75128;80792;10075;8585;173;173;60078;8143799;17002547
Résidentiel individuel;89;P1;5605;5845;554;662;23;23;4524;527268;1056629
Résidentiel individuel;89;P2;15455;15806;1278;1698;51;48;12584;1302466;2681816
Résidentiel individuel;89;P3;28868;29869;1381;2688;911;911;25449;2814461;5463799
Résidentiel individuel;89;P4;9557;10836;409;2326;1226;1137;7982;1134883;1884773
Résidentiel individuel;89;P5;6136;6754;248;1507;616;606;4938;727251;1092383
Résidentiel individuel;89;P6;3631;4246;200;933;502;502;2663;449704;661207
Résidentiel individuel;89;;3571;3843;257;574;178;175;2953;377480;696733
Résidentiel individuel;90;P0;5969;6213;516;613;8;5;4962;730624;1460011
Résidentiel individuel;90;P1;3189;3367;198;462;190;188;2669;329393;628041
Résidentiel individuel;90;P2;5168;5314;330;399;36;34;4529;537698;1138740
Résidentiel individuel;90;P3;8326;8703;219;651;320;295;7785;958511;1830975
Résidentiel individuel;90;P4;4009;4352;75;466;251;114;3786;543131;905363
Résidentiel individuel;90;P5;1977;2117;35;246;83;47;1828;267146;410313
Résidentiel individuel;90;P6;1939;2072;59;235;70;46;1540;258700;390644
Résidentiel individuel;90;;1052;1138;43;136;55;22;951;131841;233804
Résidentiel individuel;91;P0;26185;28802;2287;3626;54;54;22305;2975650;5071091
Résidentiel individuel;91;P1;29678;30862;1569;2640;108;106;26172;2684331;4648164
Résidentiel individuel;91;P2;46534;51653;2609;3995;378;320;44377;4615543;8287681
Résidentiel individuel;91;P3;73884;81933;1987;4302;1012;973;75172;8874873;14066865
Résidentiel individuel;91;P4;27662;31312;592;3239;1480;1471;27332;3577481;5171962
Résidentiel individuel;91;P5;9713;11598;318;2122;650;649;9088;1271392;1753418
Résidentiel individuel;91;P6;10841;12261;406;1349;514;495;8942;1281248;1682905
Résidentiel individuel;91;;8490;9713;300;852;264;264;8474;1062857;1640868
Résidentiel individuel;92;P0;18796;20289;983;2045;72;67;16877;2469026;3739139
Résidentiel individuel;92;P1;27586;29311;1447;2795;274;271;24597;2934172;4527189
Résidentiel individuel;92;P2;13274;14247;694;1122;62;59;12218;1625503;2684324
Résidentiel individuel;92;P3;7367;8640;258;682;131;107;7605;1098893;1688252
Résidentiel individuel;92;P4;4208;5754;169;673;172;156;4841;768798;1145954
Résidentiel individuel;92;P5;1607;2117;75;324;89;89;1688;277919;406982
Résidentiel individuel;92;P6;1843;2255;101;293;28;28;1588;307529;441147
Résidentiel individuel;92;;1306;1618;115;255;33;32;1216;186506;299921
Résidentiel individuel;93;2021;1;1;1;0;0;0;0;62;68
Résidentiel individuel;93;P0;18103;19720;1480;2653;30;26;15233;1729487;2858018
Résidentiel individuel;93;P1;46295;49960;3227;6636;359;351;39376;3860339;6268015
Résidentiel individuel;93;P2;29490;32279;1810;3535;180;178;26563;2714687;4766295
Résidentiel individuel;93;P3;22840;26500;874;2458;699;668;22964;2655893;4132072
Résidentiel individuel;93;P4;8810;10902;355;1353;430;402;9097;1148481;1653493
Résidentiel individuel;93;P5;2693;3567;138;814;348;346;2575;380495;536262
Résidentiel individuel;93;P6;2701;3297;188;478;185;185;1995;345492;472775
Résidentiel individuel;93;;2878;3477;157;499;87;87;2778;334266;540706
Résidentiel individuel;94;P0;22027;23772;1466;2305;36;31;19564;2386287;3925144
Résidentiel individuel;94;P1;34385;36850;2188;3704;296;287;30356;3114143;5173903
Résidentiel individuel;94;P2;22437;24558;1422;2265;269;266;20500;2291970;4001571
Résidentiel individuel;94;P3;20278;23536;681;1574;473;471;21097;2728838;4112938
Résidentiel individuel;94;P4;8190;10192;271;1358;707;707;8475;1224842;1833519
Résidentiel individuel;94;P5;2745;3503;129;668;196;196;2655;414450;607734
Résidentiel individuel;94;P6;3364;3969;197;571;213;213;2699;469767;649356
Résidentiel individuel;94;;2876;3347;147;415;151;150;2712;379782;596141
Résidentiel individuel;95;P0;28793;31376;2522;3846;61;57;24501;3192179;5338633
Résidentiel individuel;95;P1;31898;33459;1819;3305;565;563;27971;2799215;4716152
Résidentiel individuel;95;P2;37086;40648;2070;3261;124;122;34896;3513665;6159769
Résidentiel individuel;95;P3;59773;68500;1744;5830;2865;2864;60477;7077907;10413756
Résidentiel individuel;95;P4;22000;24469;620;2880;1414;1415;20794;2764053;3894878
Résidentiel individuel;95;P5;6565;7958;296;1621;776;776;5922;880269;1212052
Résidentiel individuel;95;P6;7277;8316;420;1069;300;300;5713;892444;1174817
Résidentiel individuel;95;;6280;8292;341;844;172;172;7019;849664;1289028
