ffo_bat_usage_niveau_1_txt;ffo_bat_mat_mur_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel individuel;briques;24;P5;6684;7058;229;989;33;33;5638;795766;1220773
Résidentiel individuel;briques;24;P6;5960;6259;177;648;129;125;4601;677787;979003
Résidentiel individuel;briques;25;P0;607;626;57;82;2;2;474;71275;131647
Résidentiel individuel;briques;25;P1;334;339;21;32;0;0;282;33621;63807
Résidentiel individuel;briques;25;P2;681;697;42;47;0;0;592;70894;146439
Résidentiel individuel;briques;25;P3;730;747;20;31;0;0;689;82309;161889
Résidentiel individuel;briques;25;P4;306;311;7;18;0;0;284;42650;71974
Résidentiel individuel;briques;25;P5;1212;1277;23;147;16;16;1100;163460;259420
Résidentiel individuel;briques;25;P6;1601;1651;28;102;2;2;1249;200197;299642
Résidentiel individuel;briques;26;P0;764;825;77;112;2;2;608;91415;157164
Résidentiel individuel;briques;26;P1;93;99;5;18;0;0;75;9867;16868
Résidentiel individuel;briques;26;P2;571;605;58;65;1;1;467;57625;97586
Résidentiel individuel;briques;26;P3;1504;1599;91;126;0;0;1355;173225;288870
Résidentiel individuel;briques;26;P4;1591;1652;56;131;24;24;1437;201794;336028
Résidentiel individuel;briques;26;P5;1964;2073;66;298;71;71;1693;247711;387493
Résidentiel individuel;briques;26;P6;2958;3377;135;595;272;134;2280;368349;535997
Résidentiel individuel;briques;27;P0;27359;29258;3012;4725;46;44;20950;3054523;5161616
Résidentiel individuel;briques;27;P1;2450;2543;212;404;44;44;1898;234637;390531
Résidentiel individuel;briques;27;P2;6477;6617;470;884;41;40;5193;575934;1093634
Résidentiel individuel;briques;27;P3;2827;2928;131;268;37;37;2505;303933;529891
Résidentiel individuel;briques;27;P4;788;952;53;285;120;120;606;102723;148722
Résidentiel individuel;briques;27;P5;2080;2472;97;807;449;449;1553;263753;357867
Résidentiel individuel;briques;27;P6;1809;2427;96;824;603;603;1333;247024;317930
Résidentiel individuel;briques;28;P0;10279;10671;1002;1228;9;9;8266;1162648;2226026
Résidentiel individuel;briques;28;P1;2010;2042;164;288;52;52;1572;187509;354366
Résidentiel individuel;briques;28;P2;7132;7230;480;851;35;35;5852;638661;1340691
Résidentiel individuel;briques;28;P3;2166;2200;93;162;18;18;1936;238164;476948
Résidentiel individuel;briques;28;P4;297;317;8;33;0;0;275;38509;60724
Résidentiel individuel;briques;28;P5;952;1083;18;213;76;76;850;124194;172834
Résidentiel individuel;briques;28;P6;1637;1953;58;430;284;284;1244;211502;278821
Résidentiel individuel;briques;29;P0;2218;2306;233;247;1;1;1760;238557;355692
Résidentiel individuel;briques;29;P1;2621;2674;235;241;2;2;2130;247138;376255
Résidentiel individuel;briques;29;P2;10019;10163;690;768;99;99;8542;938214;1544318
Résidentiel individuel;briques;29;P3;16320;16518;469;798;113;113;15093;1845038;2886578
Résidentiel individuel;briques;29;P4;11187;11391;199;987;107;107;10091;1291429;1865324
Résidentiel individuel;briques;29;P5;8485;8712;171;1137;158;158;7317;977715;1350882
Résidentiel individuel;briques;29;P6;5309;5634;139;932;342;342;3988;609429;817250
Résidentiel individuel;briques;2A;P0;74;77;9;6;0;0;55;5408;8207
Résidentiel individuel;briques;2A;P1;58;58;5;4;0;0;42;4538;6929
Résidentiel individuel;briques;2A;P2;87;92;5;14;0;0;68;8405;11851
Résidentiel individuel;briques;2A;P3;328;364;21;31;0;0;300;37953;53920
Résidentiel individuel;briques;2A;P4;222;257;13;21;0;0;214;28369;43691
Résidentiel individuel;briques;2A;P5;393;410;20;31;0;0;351;50278;77967
Résidentiel individuel;briques;2A;P6;266;280;22;12;0;0;209;32252;47857
Résidentiel individuel;briques;2B;P0;128;136;20;12;0;0;97;11524;17652
Résidentiel individuel;briques;2B;P1;40;42;5;7;0;0;29;3372;4922
Résidentiel individuel;briques;2B;P2;198;215;23;37;0;0;143;19205;27693
Résidentiel individuel;briques;2B;P3;660;686;37;75;0;0;554;73223;107628
Résidentiel individuel;briques;2B;P4;673;732;48;76;0;0;585;81105;115360
Résidentiel individuel;briques;2B;P5;652;703;48;91;0;0;551;80139;116020
Résidentiel individuel;briques;2B;P6;620;679;41;63;0;0;484;78521;106887
Résidentiel individuel;briques;30;P0;1471;1541;162;236;1;1;1095;149124;234000
Résidentiel individuel;briques;30;P1;631;651;53;80;0;0;500;55066;86390
Résidentiel individuel;briques;30;P2;1738;2051;140;216;2;2;1624;195588;322140
Résidentiel individuel;briques;30;P3;5245;5431;200;426;0;0;4708;569210;950534
Résidentiel individuel;briques;30;P4;2545;2649;74;302;56;56;2234;312254;517054
Résidentiel individuel;briques;30;P5;4261;4546;123;677;17;17;3696;513902;826824
Résidentiel individuel;briques;30;P6;6756;7441;201;1104;277;277;5141;803959;1189776
Résidentiel individuel;briques;31;P0;25637;27700;2973;5018;72;72;19014;3359604;5460970
Résidentiel individuel;briques;31;P1;6473;6792;501;1090;133;133;5072;718993;1144363
Résidentiel individuel;briques;31;P2;24210;25428;1700;3830;119;119;19458;2564363;4041423
Résidentiel individuel;briques;31;P3;64193;66957;2043;6591;1043;1042;57663;7457535;12021528
Résidentiel individuel;briques;31;P4;46442;51124;1226;7884;2233;2233;41646;6026017;9643326
Résidentiel individuel;briques;31;P5;18863;21309;574;4776;1276;1276;15813;2438106;3726781
Résidentiel individuel;briques;31;P6;22620;26931;998;6319;2683;2683;16165;2853343;4029189
Résidentiel individuel;briques;32;P0;6172;6537;791;908;0;0;4616;805442;1215373
Résidentiel individuel;briques;32;P1;648;680;95;88;0;0;468;77869;119841
Résidentiel individuel;briques;32;P2;4303;4481;399;771;83;83;3219;448616;728858
Résidentiel individuel;briques;32;P3;8266;8887;464;1308;466;465;6870;950142;1517431
Résidentiel individuel;briques;32;P4;5397;5818;209;1187;479;479;4316;659636;1053504
Résidentiel individuel;briques;32;P5;3950;4351;154;772;260;260;3355;500108;775284
Résidentiel individuel;briques;32;P6;2945;3324;114;561;258;258;2297;370132;551460
Résidentiel individuel;briques;33;P0;20915;22669;2001;3942;90;88;16140;2368264;3489608
Résidentiel individuel;briques;33;P1;13754;14616;865;2082;165;164;11317;1363290;1927626
Résidentiel individuel;briques;33;P2;30634;32971;1798;4091;369;368;26446;3157662;4635483
Résidentiel individuel;briques;33;P3;87671;93590;2950;9219;2301;2300;80449;9771658;14584872
Résidentiel individuel;briques;33;P4;47940;53121;1324;8582;1308;1308;42473;5904578;8671475
Résidentiel individuel;briques;33;P5;25116;28822;866;6961;1409;1409;20763;3070178;4215522
Résidentiel individuel;briques;33;P6;29094;33799;1109;6376;2012;2012;22178;3526560;4616264
Résidentiel individuel;briques;34;P0;2880;3001;380;459;3;3;2083;268726;429026
Résidentiel individuel;briques;34;P1;1923;2018;167;304;2;2;1492;159062;230628
Résidentiel individuel;briques;34;P2;7226;8089;589;1057;1;1;6248;759164;1160043
Résidentiel individuel;briques;34;P3;25828;28003;1206;2388;97;97;23945;2867835;4377960
Résidentiel individuel;briques;34;P4;11175;12555;384;1293;17;17;10599;1339021;2119215
Résidentiel individuel;briques;34;P5;6006;6526;202;1116;79;79;5115;768104;1185988
Résidentiel individuel;briques;34;P6;11640;12235;365;1360;85;85;8912;1345262;1912042
Résidentiel individuel;briques;35;P0;3171;3295;260;413;4;4;2550;368146;594093
Résidentiel individuel;briques;35;P1;2054;2093;144;250;20;20;1674;196185;317910
Résidentiel individuel;briques;35;P2;8131;8280;547;940;98;98;6740;804169;1495236
Résidentiel individuel;briques;35;P3;5428;5531;175;418;53;51;4912;632128;1133552
Résidentiel individuel;briques;35;P4;2731;2772;41;240;24;24;2483;364064;544514
Résidentiel individuel;briques;35;P5;5221;5320;74;715;38;38;4514;685818;945796
Résidentiel individuel;briques;35;P6;4867;5173;84;778;78;78;3855;618572;811745
Résidentiel individuel;briques;36;P0;4082;4173;560;417;6;6;3109;401318;769255
Résidentiel individuel;briques;36;P1;1261;1281;138;132;1;1;999;114205;226081
Résidentiel individuel;briques;36;P2;5621;5726;550;741;92;92;4360;489362;963725
Résidentiel individuel;briques;36;P3;3277;3339;181;210;13;13;2913;332329;680320
Résidentiel individuel;briques;36;P4;646;667;16;60;13;13;584;76485;124689
Résidentiel individuel;briques;36;P5;1207;1235;21;146;43;43;1059;138324;217755
Résidentiel individuel;briques;36;P6;761;919;32;198;176;176;621;96518;137799
Résidentiel individuel;briques;37;P0;3755;4058;389;551;1;1;3050;412620;754038
Résidentiel individuel;briques;37;P1;1597;1642;106;222;2;2;1297;141576;253684
Résidentiel individuel;briques;37;P2;6285;6598;409;799;119;119;5337;598539;1121033
Résidentiel individuel;briques;37;P3;2733;2820;88;186;10;10;2530;292589;528237
Résidentiel individuel;briques;37;P4;1086;1093;21;75;0;0;993;146137;225490
Résidentiel individuel;briques;37;P5;1298;1413;32;259;74;74;1118;172279;244749
Résidentiel individuel;briques;37;P6;1201;1699;52;614;429;410;808;174073;232003
Résidentiel individuel;briques;38;P0;964;1024;95;137;2;2;771;109887;182373
Résidentiel individuel;briques;38;P1;365;423;31;44;11;11;342;39809;66303
Résidentiel individuel;briques;38;P2;820;890;53;70;0;0;752;87130;155725
Résidentiel individuel;briques;38;P3;2123;2223;50;129;38;38;2022;243312;405966
Résidentiel individuel;briques;38;P4;1105;1144;26;106;38;38;1007;138911;224356
Résidentiel individuel;briques;38;P5;1279;1344;41;129;38;38;1164;162407;245677
Résidentiel individuel;briques;38;P6;2842;3024;98;263;100;62;2230;330540;461762
Résidentiel individuel;briques;39;P0;1460;1494;191;161;0;0;1115;163879;314596
Résidentiel individuel;briques;39;P1;472;481;38;43;0;0;396;47471;92484
Résidentiel individuel;briques;39;P2;1300;1328;85;119;0;0;1102;125266;257966
Résidentiel individuel;briques;39;P3;599;605;18;39;0;0;543;67715;139599
Résidentiel individuel;briques;39;P4;500;506;7;18;0;0;480;64028;108799
Résidentiel individuel;briques;39;P5;742;768;8;70;20;20;687;94493;151468
Résidentiel individuel;briques;39;P6;930;1027;19;140;0;0;725;118137;175460
Résidentiel individuel;briques;40;P0;10711;11969;1510;2300;11;5;7826;1333360;2124015
Résidentiel individuel;briques;40;P1;6157;6730;634;1136;6;6;4760;686169;1092582
Résidentiel individuel;briques;40;P2;15480;16477;1157;2543;308;205;12356;1552466;2546034
Résidentiel individuel;briques;40;P3;27977;30320;1403;3316;569;550;25030;3069118;5012849
Résidentiel individuel;briques;40;P4;20429;23197;802;4083;961;917;17867;2474080;3975660
Résidentiel individuel;briques;40;P5;10878;12049;439;2242;57;57;9266;1335260;2031895
Résidentiel individuel;briques;40;P6;11455;12579;430;1882;421;397;8739;1339477;1890904
Résidentiel individuel;briques;41;P0;9342;10301;1447;1383;4;4;7124;1100258;2135068
Résidentiel individuel;briques;41;P1;2333;2440;268;320;0;0;1795;219069;423126
Résidentiel individuel;briques;41;P2;7054;7312;619;1011;167;166;5591;628918;1221003
Résidentiel individuel;briques;41;P3;4388;4494;197;348;13;13;3917;466969;917404
Résidentiel individuel;briques;41;P4;367;388;13;36;0;0;332;51832;85407
Résidentiel individuel;briques;41;P5;1491;1668;47;426;57;24;1168;190254;276635
Résidentiel individuel;briques;41;P6;1621;2085;67;656;187;187;1167;224901;318802
Résidentiel individuel;briques;42;P0;1835;1926;211;251;2;2;1434;216002;387619
Résidentiel individuel;briques;42;P1;457;465;38;53;0;0;367;47782;86174
Résidentiel individuel;briques;42;P2;1102;1156;86;112;1;1;938;110659;217852
Résidentiel individuel;briques;42;P3;1480;1509;43;67;0;0;1382;160965;302448
Résidentiel individuel;briques;42;P4;1709;1756;38;123;60;60;1594;212091;363372
Résidentiel individuel;briques;42;P5;2537;2693;36;351;163;163;2295;317660;499034
Résidentiel individuel;briques;42;P6;3203;3452;74;507;162;162;2536;388961;566491
Résidentiel individuel;briques;43;P0;611;638;98;69;0;0;450;61059;109039
Résidentiel individuel;briques;43;P1;130;139;25;19;0;0;93;12539;22801
Résidentiel individuel;briques;43;P2;633;673;49;80;0;0;523;57725;114177
Résidentiel individuel;briques;43;P3;516;523;11;30;0;0;472;53795;100858
Résidentiel individuel;briques;43;P4;231;238;3;16;0;0;217;27174;47543
Résidentiel individuel;briques;43;P5;362;365;4;19;0;0;342;45137;71744
Résidentiel individuel;briques;43;P6;562;588;14;49;10;10;464;66315;99224
Résidentiel individuel;briques;44;P0;1906;1968;119;224;1;1;1599;209172;325626
Résidentiel individuel;briques;44;P1;1499;1525;76;139;0;0;1296;139123;210505
Résidentiel individuel;briques;44;P2;3802;3864;192;331;16;16;3294;338366;523547
Résidentiel individuel;briques;44;P3;1768;1802;43;87;1;1;1666;202113;316598
Résidentiel individuel;briques;44;P4;3757;3919;63;412;121;121;3429;491241;710259
Résidentiel individuel;briques;44;P5;5486;5757;81;866;181;181;4788;674755;932405
Résidentiel individuel;briques;44;P6;6137;6698;112;1167;478;478;4736;715210;941631
Résidentiel individuel;briques;45;P0;10535;11273;1330;1555;19;12;8140;1207242;2284669
Résidentiel individuel;briques;45;P1;3841;3942;333;477;7;6;3076;361324;682649
Résidentiel individuel;briques;45;P2;11239;11466;846;1411;158;158;9088;1015824;2027576
Résidentiel individuel;briques;45;P3;12059;12421;527;806;29;29;11011;1296439;2498086
Résidentiel individuel;briques;45;P4;944;1041;42;198;65;65;796;123300;189676
Résidentiel individuel;briques;45;P5;2423;2716;93;607;195;195;2003;319913;440811
Résidentiel individuel;briques;45;P6;3317;4250;190;1397;665;665;2209;444988;582713
Résidentiel individuel;briques;46;P0;4043;4176;434;424;9;9;3181;438186;795485
Résidentiel individuel;briques;46;P1;563;586;56;52;2;2;457;58562;108723
Résidentiel individuel;briques;46;P2;4222;4348;443;600;22;22;3209;398143;757982
Résidentiel individuel;briques;46;P3;8610;8837;507;887;102;102;7294;923539;1705419
Résidentiel individuel;briques;46;P4;5060;5413;241;836;310;310;4250;592847;1015659
Résidentiel individuel;briques;46;P5;3089;3285;121;437;131;131;2656;380811;610377
Résidentiel individuel;briques;46;P6;2340;2466;94;296;71;71;1812;272711;412012
Résidentiel individuel;briques;47;P0;10993;11711;1658;1986;8;8;7774;1301741;2186579
Résidentiel individuel;briques;47;P1;1832;1918;244;377;24;24;1265;180760;304332
Résidentiel individuel;briques;47;P2;11097;11477;1065;2309;25;25;7930;1045561;1810277
Résidentiel individuel;briques;47;P3;21303;22078;1243;3035;410;410;17502;2288073;3830794
Résidentiel individuel;briques;47;P4;9758;10307;438;1795;330;330;7957;1143919;1907821
Résidentiel individuel;briques;47;P5;5975;6436;271;1364;251;251;4741;723906;1140469
Résidentiel individuel;briques;47;P6;4452;4979;178;937;250;200;3318;554627;813922
Résidentiel individuel;briques;48;P0;145;150;21;11;0;0;111;14472;23669
Résidentiel individuel;briques;48;P1;78;79;8;7;0;0;62;7921;13652
Résidentiel individuel;briques;48;P2;323;326;30;18;0;0;272;31074;59412
Résidentiel individuel;briques;48;P3;305;311;18;17;0;0;273;31178;57357
Résidentiel individuel;briques;48;P4;121;124;5;8;0;0;106;13237;22481
Résidentiel individuel;briques;48;P5;331;334;4;13;0;0;312;38683;62414
Résidentiel individuel;briques;48;P6;500;512;8;32;10;10;419;55404;85645
Résidentiel individuel;briques;49;P0;2845;2970;251;483;2;2;2198;317300;539649
Résidentiel individuel;briques;49;P1;1035;1059;73;156;2;2;822;101980;168545
Résidentiel individuel;briques;49;P2;5208;5401;276;770;161;160;4318;500822;830056
Résidentiel individuel;briques;49;P3;1869;2102;62;368;23;23;1662;218817;371512
Résidentiel individuel;briques;49;P4;4892;5721;91;1826;557;554;3785;609324;896357
Résidentiel individuel;briques;49;P5;5486;5950;90;1326;239;230;4523;665303;929505
Résidentiel individuel;briques;49;P6;3698;4703;102;1504;500;478;2625;464165;613551
Résidentiel individuel;briques;50;P0;2858;2994;316;401;1;0;2220;301478;503202
Résidentiel individuel;briques;50;P1;1035;1065;72;129;0;0;837;93467;154397
Résidentiel individuel;briques;50;P2;6049;7194;502;2177;1533;1533;4446;594774;1052002
Résidentiel individuel;briques;50;P3;1394;1476;61;162;65;65;1241;151049;265241
Résidentiel individuel;briques;50;P4;707;802;15;160;96;96;622;99572;152072
Résidentiel individuel;briques;50;P5;1783;1911;48;341;67;67;1503;232366;336997
Résidentiel individuel;briques;50;P6;2819;3038;62;564;184;184;2137;338908;463013
Résidentiel individuel;briques;51;P0;9241;9827;1244;1267;43;43;7166;1107567;2132438
Résidentiel individuel;briques;51;P1;6939;7154;606;968;88;88;5492;735166;1321789
Résidentiel individuel;briques;51;P2;8068;8696;579;1515;582;582;6513;823734;1572278
Résidentiel individuel;briques;51;P3;7825;8198;308;799;281;281;7019;910193;1716630
Résidentiel individuel;briques;51;P4;940;1069;19;190;107;107;851;144819;247642
Résidentiel individuel;briques;51;P5;1287;1386;48;245;95;95;1088;191098;304766
Résidentiel individuel;briques;51;P6;2363;2736;91;537;400;400;1751;332635;496497
Résidentiel individuel;briques;52;P0;1916;2008;277;324;0;0;1391;209308;384507
Résidentiel individuel;briques;52;P1;906;933;95;106;8;8;719;83263;152072
Résidentiel individuel;briques;52;P2;2249;2291;179;239;4;4;1854;208631;407127
Résidentiel individuel;briques;52;P3;518;528;15;37;0;0;473;53829;96309
Résidentiel individuel;briques;52;P4;151;168;9;44;1;1;114;19142;29553
Résidentiel individuel;briques;52;P5;602;609;11;59;2;2;535;75964;116270
Résidentiel individuel;briques;52;P6;287;390;15;122;83;83;213;43928;63309
Résidentiel individuel;briques;53;P0;1214;1251;129;174;2;2;933;133100;238166
Résidentiel individuel;briques;53;P1;241;246;25;43;1;1;173;21896;39139
Résidentiel individuel;briques;53;P2;2312;2339;171;288;3;3;1862;193323;378238
Résidentiel individuel;briques;53;P3;258;262;16;24;0;0;222;29067;52213
Résidentiel individuel;briques;53;P4;1166;1182;13;105;7;7;1061;148850;227722
Résidentiel individuel;briques;53;P5;1716;1750;25;254;51;51;1469;209764;307747
Résidentiel individuel;briques;53;P6;1603;1702;22;384;82;82;1182;186170;258700
Résidentiel individuel;briques;54;P0;2240;2274;216;222;36;36;1807;242630;454174
Résidentiel individuel;briques;54;P1;2337;2374;179;259;58;58;1913;220738;411075
Résidentiel individuel;briques;54;P2;3078;3125;180;265;4;4;2649;318389;615381
Résidentiel individuel;briques;54;P3;427;432;23;31;0;0;375;50094;92339
Résidentiel individuel;briques;54;P4;363;372;11;21;0;0;339;51975;86859
Résidentiel individuel;briques;54;P5;1573;1646;35;183;36;36;1422;220987;344150
Résidentiel individuel;briques;54;P6;3012;3199;61;318;71;71;2320;392449;568025
Résidentiel individuel;briques;55;P0;1683;1724;261;219;2;2;1213;185214;386563
Résidentiel individuel;briques;55;P1;1100;1118;139;140;5;5;828;119694;242611
Résidentiel individuel;briques;55;P2;1822;1836;160;181;7;7;1483;174659;374241
Résidentiel individuel;briques;55;P3;699;767;43;146;104;104;576;78342;138750
Résidentiel individuel;briques;55;P4;132;137;6;19;3;3;110;19378;32322
Résidentiel individuel;briques;55;P5;601;641;21;74;27;27;544;87906;138115
Résidentiel individuel;briques;55;P6;517;548;17;69;15;15;396;71677;110185
Résidentiel individuel;briques;56;P0;670;706;59;75;0;0;560;75779;116315
Résidentiel individuel;briques;56;P1;614;629;40;58;0;0;526;60590;97137
Résidentiel individuel;briques;56;P2;1571;1608;111;120;0;0;1353;152533;262461
Résidentiel individuel;briques;56;P3;1360;1417;40;109;15;15;1247;160428;259574
Résidentiel individuel;briques;56;P4;2763;2878;61;313;115;115;2490;347931;517251
