Model;Scenario;Region;Variable;Unit;DPE;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051
CSTB_DPE;Quarter;France;Collective_dwelling;kgCO2eq/m2/yr;E;44.8;43.68;42.56;41.44;40.32;39.2;38.08;36.96;35.84;34.72;33.6;32.48;31.36;30.24;29.12;28;26.88;25.76;24.64;23.52;22.4;21.28;20.16;19.04;17.92;16.8;15.68;14.56;13.44;12.32;11.2
CSTB_DPE;Quarter;France;Collective_dwelling;kgCO2eq/m2/yr;F;63.4;61.815;60.23;58.645;57.06;55.475;53.89;52.305;50.72;49.135;47.55;45.965;44.38;42.795;41.21;39.625;38.04;36.455;34.87;33.285;31.7;30.115;28.53;26.945;25.36;23.775;22.19;20.605;19.02;17.435;15.85
CSTB_DPE;Quarter;France;Collective_dwelling;kgCO2eq/m2/yr;G;93;90.675;88.35;86.025;83.7;81.375;79.05;76.725;74.4;72.075;69.75;67.425;65.1;62.775;60.45;58.125;55.8;53.475;51.15;48.825;46.5;44.175;41.85;39.525;37.2;34.875;32.55;30.225;27.9;25.575;23.25
CSTB_DPE;Quarter;France;Individual_dwelling;kgCO2eq/m2/yr;A;2.2;2.145;2.09;2.035;1.98;1.925;1.87;1.815;1.76;1.705;1.65;1.595;1.54;1.485;1.43;1.375;1.32;1.265;1.21;1.155;1.1;1.045;0.99;0.935;0.88;0.825;0.77;0.715;0.66;0.605;0.55
CSTB_DPE;Quarter;France;Individual_dwelling;kgCO2eq/m2/yr;B;6.7;6.5325;6.365;6.1975;6.03;5.8625;5.695;5.5275;5.36;5.1925;5.025;4.8575;4.69;4.5225;4.355;4.1875;4.02;3.8525;3.685;3.5175;3.35;3.1825;3.015;2.8475;2.68;2.5125;2.345;2.1775;2.01;1.8425;1.675
CSTB_DPE;Quarter;France;Individual_dwelling;kgCO2eq/m2/yr;C;15.6;15.21;14.82;14.43;14.04;13.65;13.26;12.87;12.48;12.09;11.7;11.31;10.92;10.53;10.14;9.75;9.36;8.97;8.58;8.19;7.8;7.41;7.02;6.63;6.24;5.85;5.46;5.07;4.68;4.29;3.9
CSTB_DPE;Quarter;France;Individual_dwelling;kgCO2eq/m2/yr;D;30;29.25;28.5;27.75;27;26.25;25.5;24.75;24;23.25;22.5;21.75;21;20.25;19.5;18.75;18;17.25;16.5;15.75;15;14.25;13.5;12.75;12;11.25;10.5;9.75;9;8.25;7.5
CSTB_DPE;Quarter;France;Individual_dwelling;kgCO2eq/m2/yr;E;44.8;43.68;42.56;41.44;40.32;39.2;38.08;36.96;35.84;34.72;33.6;32.48;31.36;30.24;29.12;28;26.88;25.76;24.64;23.52;22.4;21.28;20.16;19.04;17.92;16.8;15.68;14.56;13.44;12.32;11.2
CSTB_DPE;Quarter;France;Individual_dwelling;kgCO2eq/m2/yr;F;63.4;61.815;60.23;58.645;57.06;55.475;53.89;52.305;50.72;49.135;47.55;45.965;44.38;42.795;41.21;39.625;38.04;36.455;34.87;33.285;31.7;30.115;28.53;26.945;25.36;23.775;22.19;20.605;19.02;17.435;15.85
CSTB_DPE;Quarter;France;Individual_dwelling;kgCO2eq/m2/yr;G;93;90.675;88.35;86.025;83.7;81.375;79.05;76.725;74.4;72.075;69.75;67.425;65.1;62.775;60.45;58.125;55.8;53.475;51.15;48.825;46.5;44.175;41.85;39.525;37.2;34.875;32.55;30.225;27.9;25.575;23.25
